source_id,zotero_key,bibtex_key,doi,pmid,arxiv_id,title,year,venue,method_family,design_modality,input_requirement,output_type,availability_status,code_url,weights_url,pdf_status,screening_status,exclusion_reason
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,56KIYZ8Q,methods_rosetta_courbet_a_computational_2022,10.1126/science.abm1183,35446645,,Computational design of mechanically coupled axle-rotor protein assemblies,2022,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,578ICKAU,park_h_high-accuracy_2019,10.1002/prot.25784,31325340,,High-accuracy refinement using Rosetta in CASP13,2019,Proteins,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,57H66QJB,song_review_2024,10.1016/j.ijbiomac.2023.128455,,,Review of phage display: A jack-of-all-trades and master of most biomolecule display,2024,Int J Biol Macromol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,background-only,review or broad background source
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,57K986LK,gu_benchmarking_2025,10.1038/s42256-025-00993-0,,,Benchmarking AI-powered docking methods from the perspective of virtual screening,2025,Nature Machine Intelligence,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,57YQ74QD,maute_engineering_2015,10.1073/pnas.1519623112,,,Engineering high-affinity PD-1 variants for optimized immunotherapy and immuno-PET imaging,2015,Proceedings of the National Academy of Sciences,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,583EPEIY,chen_jy_novo_2025,10.1021/jacs.5c05004,40720516,,De Novo Design of High-Performance Cortisol Luminescent Biosensors.,2025,J Am Chem Soc,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:miniprotein design,5BRP9RXM,lee_j_computationally_2026,10.1038/s42003-025-09499-2,41519898,,The computationally designed TRI2-2 miniprotein inhibitor protects against multiple SARS-CoV-2 Omicron variants.,2026,Commun Biol,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,5F8YYUIV,goldbach_n_novo_2023,10.1002/pro.4769,37632837,,De novo design of monomeric helical bundles for pH-controlled membrane lysis,2023,Protein Sci,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,5GOGPC63,akdel_structural_2022,10.1038/s41594-022-00849-w,,,A structural biology community assessment of AlphaFold2 applications,2022,Nature Structural & Molecular Biology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,5IA9AEAN,butcher_j_novo_2025,10.1101/2025.09.18.676967,41000976,,De novo Design of All-atom Biomolecular Interactions with RFdiffusion3.,2025,bioRxiv,generative full-atom or diffusion model,structure/sequence generative modeling,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:binder design,5IAM8FFH,mpnn_machine_learning_minibinders_glasscock_cj_computational_2025,10.1038/s41594-025-01669-4,40940539,,Computational design of sequence-specific DNA-binding proteins,2025,Nat Struct Mol Biol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,5LBIDCJP,ben-sasson_aj_author_2021,10.1038/s41586-021-03331-7,33654323,,Author Correction: Design of biologically active binary protein 2D materials,2021,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design,5PINYLGR,vaccines_mpnn_minibinders_ragotte_rj_novo_2025,10.1073/pnas.2509329122,40982695,,De novo design of potent inhibitors of clostridial family toxins,2025,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,5SKCTXQW,sumida_kh_improving_2024,10.1021/jacs.3c10941,38194293,,"Improving Protein Expression, Stability, and Function with ProteinMPNN.",2024,J Am Chem Soc,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,5TWVNGEY,zeng_alphapeptdeep_2022,10.1038/s41467-022-34904-3,,,AlphaPeptDeep: a modular deep learning framework to predict peptide properties for proteomics,2022,Nature Communications,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,5V4XBYT9,wang_deep_2023,10.1002/advs.202301544,,,Deep Learning Empowers the Discovery of Self-Assembling Peptides with Over 10 Trillion Sequences,2023,Advanced Science,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,5VXIAMU7,zhang_sequence-based_2025,10.1038/s41467-025-61833-8,,,Sequence-based virtual screening using transformers,2025,Nature Communications,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,65BSI2LW,kortemme_novo_2024,10.1016/j.cell.2023.12.028,,,De novo protein design—From new structures to programmable functions,2024,Cell,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,65CKPU2M,niu_chidamide_2025,10.1007/s00262-025-03955-y,39932560,,Chidamide functions as a VISTA/PSGL-1 blocker for cancer immunotherapy.,2025,"Cancer immunology, immunotherapy : CII",,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,66QWDYLS,du_machine_2024,10.1038/s42256-024-00843-5,,,Machine learning-aided generative molecular design,2024,Nature Machine Intelligence,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:PD-wiki_多肽从头设计工具方法综述,695L91HM,sun_extracellular_2022,10.1186/s13046-022-02348-8,,,Extracellular vesicle IL-32 promotes the M2 macrophage polarization and metastasis of esophageal squamous cell carcinoma via FAK/STAT3 pathway,2022,Journal of Experimental & Clinical Cancer Research,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,69X3EI94,peng_atom-level_2025,10.1101/2024.10.17.618827,,,Atom-level generative foundation model for molecular interaction with pockets,2025,bioRxiv,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,6BC8SJFK,du_design_2018,10.1186/s12964-018-0239-9,29879980,,The design of high affinity human PD-1 mutants by using molecular dynamics simulations (MD).,2018,Cell communication and signaling : CCS,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:PD-wiki_多肽从头设计工具方法综述,6C4J4KGG,meng_potn_2020,10.3389/fimmu.2020.02193,,,POTN: A Human Leukocyte Antigen-A2 Immunogenic Peptides Screening Model and Its Applications in Tumor Antigens Prediction,2020,Front Immunol,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,background-only,outside primary five-year window
zotero_collection:AI药物设计_蛋白与多肽,6E2USGGC,silva_da_structures_2018,10.1111/febs.14394,29389072,,Structures and disulfide cross-linking of de novo designed therapeutic mini-proteins,2018,FEBS J,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,6EZHSQX7,zorine_d_novo_2024,10.1101/2024.06.15.590358,38915539,,De novo design of alpha-beta repeat proteins.,2024,bioRxiv,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,6FCC9483,lu_p_accurate_2018,10.1126/science.aaq1739,29496880,,Accurate computational design of multipass transmembrane proteins,2018,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,6HFV5ITW,qian_grow_2025,10.1038/s41422-025-01101-y,,,Grow AI virtual cells: three data pillars and closed-loop learning,2025,Cell Research,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,6HKPY5JZ,cattaneo_identification_2023,10.1038/s41587-022-01547-0,,,Identification of patient-specific CD4+ and CD8+ T cell neoantigens through HLA-unbiased genetic screens,2023,Nature Biotechnology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,6IA9C0C4,abanades_immunebuilder_2023,10.1038/s42003-023-04927-7,,,ImmuneBuilder: Deep-Learning models for predicting the structures of immune proteins,2023,Communications Biology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
